rank,rating,date,user,headline,body,helpful_count,images
31,5,2024.11.13,유*주,싸고 좋쿠려~초등5아들 게임도 20개나 깔려있어도 게임잘됨스마트폰 자주 고장내먹는 아들에겐 딱임,"싸고 좋쿠려~초등5아들 게임도 20개나 깔려있어도 게임잘됨
스마트폰 자주 고장내먹는 아들에겐 딱임",26.0,
32,5,2024.11.22,정*빈,저렴한데 좋음. 이걸로 간단한게임돌리고 사진찍고 카톡하고 금융어플돌리는데는문제없음,저렴한데 좋음. 이걸로 간단한게임돌리고 사진찍고 카톡하고 금융어플돌리는데는문제없음,23.0,
33,5,2025.05.20,나비,생각보다 좋은 제품서브폰으로 제격임,"생각보다 좋은 제품
서브폰으로 제격임",1.0,
34,5,2024.12.05,유*대,기본기 갖춘 폰... 조금 느린 점 있음,화면 커 좋네요.. 가성비 굳,41.0,https://thumbnail7.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202412/5/1597142320010391361/fb06c983-890e-4a4b-8cfe-9beda243db73.jpg
35,5,2025.01.16,최*르,세컨폰으로 잘 쓰겠습니다.,세컨폰으로 잘 쓰겠습니다.,2.0,
36,3,2024.11.11,배*,가격대비 적당하네요,,,https://thumbnail7.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202411/11/7146582095701472722/85dcdac6-42cd-49e5-ac9d-ff3fece8e475.jpg
37,4,2025.03.12,김*수,가격대비 쓸만합니다,,,https://thumbnail6.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202503/12/7069754608061612635/14c0f2bb-9019-4783-9c48-e16130c29d7c.jpg
38,5,2025.05.18,유*현,좋아요 좋습니다,좋아요 좋습니다 수고하셨습니다 많이 파세요,2.0,https://thumbnail8.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202505/18/4146337759640945212/de86480e-c552-4a6b-8e27-c7d840f0b7cd.jpg
39,3,2024.11.27,오*련,이런저런 어플 호환이 안됨,특히. 토스가 안됨,,
40,5,2025.03.03,홍*성,빠르고 좋아요 ㅋㅋ,,,
41,5,2025.06.28,조*훈,색이 이뻐요,생각보다 쓸만해요 이뻐요,26.0,
42,5,2025.02.10,윤*동,적당히 갤럭시 중고폰보다 좋아요,,,
43,2,2025.05.15,하*보,하루만에 가격이 떨어져 30% 약3만원 손해본거같은ㅠ,,,
44,1,2024.12.16,이*진,문자가 안열립니다,"통화,카톡은 되는데 문자가 안열립니다.
문자를 확인할수가 없는 폰도 있나요???",41.0,
45,2,2025.02.10,이*남,가격대비 좋습니다,"ㆍ말그대로 가격 14만으로:
ㆍ현재 대화면 한국국내없음
ㆍ쓰던폰 갤럭시 20 울트라 c판정 판매  0 원구입 ㅋ
ㆍ게임돌아가지만 고사양은 렉있음
ㆍ넷플렉스 시청 대화면 아주 굿
ᆢ전화되는 소형 패블릿 pc 들고다니는 느낌
ㆍ배터리 오래가고 같이주는충전기 쓸만! 33w
ᆢ화면 큼.
ㆍ서브폰으로 어르신 애들 여친 주기딱
ㆍ듀얼통신사(  유심에 통신사 2개 장착됨 동시)
ㆍ가격대비 살짝 느린느낌있으나  막쓰기딱
ㆍ배달용 어플 /네비게이션/은행등( 쓸거만 깔면)
쓸만
ㆍ만족 대화면 / 가격 /  막폰 / 서브폰 /배달어플1개정도",2.0,
46,5,2025.06.30,이*준,,,,
47,5,2025.06.29,정*규,,,,
48,5,2025.06.29,고*심,,,,
49,5,2025.06.29,김*욱,,,,
50,5,2025.06.28,J*G,,,,
51,5,2025.06.28,김*화,,,,
52,5,2025.06.21,이*재,,,,
53,5,2025.06.20,Bay******** ****** **********,,,,
54,5,2025.06.19,신*재,,,,
55,5,2025.06.19,김*광,,,,
56,5,2025.06.18,Bay******** ****** **********,,,,
57,5,2025.06.16,송*주,,,,
58,5,2025.06.16,스누피777,,,,
59,5,2025.06.15,ALI*** ********,,,,
60,5,2025.06.15,ALI*** ********,,,,
61,5,2025.06.15,ALI*** ********,,,,
62,5,2025.06.14,원*연,,,,
63,5,2025.06.13,FCPLO,,,,
64,5,2025.06.05,이*숙,,,,
65,5,2025.06.05,김*년,,,,
66,5,2025.06.05,CAO********,,,,
67,5,2025.06.04,오*환,,,,
68,5,2025.06.02,박*원,,,,
69,5,2025.06.02,Em ******,,,,
70,5,2025.06.01,김*준,,,,
71,5,2025.06.01,미남미녀,,,,
72,4,2025.06.01,PAN*** *******,,,,
73,5,2025.05.29,윤*석,,,,
74,5,2025.05.28,최현진,,,,
75,5,2025.05.27,Cha**** *******,,,,
76,5,2025.05.25,류켄WXKE,,,,
77,5,2025.05.23,김*진,,,,
78,5,2025.05.20,조*호,,,,
79,5,2025.05.17,홍*기,,,,
80,5,2025.05.16,곽*나,,,,
81,5,2025.05.15,Tem**** ****** **** ****,,,,
82,5,2025.05.14,LIJ******,,,,
83,5,2025.05.10,유니버스,,,,
84,5,2025.05.09,박*우,,,,
85,5,2025.05.08,Angelet,,,,
86,5,2025.05.04,TRA* **** *****,,,,
87,5,2025.04.30,김*주,,,,
88,5,2025.04.30,김*주,,,,
89,5,2025.04.29,이*현,,,,
90,5,2025.04.23,정*찬,,,,
91,5,2025.04.21,백*솜,,,,
92,5,2025.04.21,이*호,,,,
93,5,2025.04.20,박*석,,,,
94,5,2025.04.19,김*식,,,,
95,4,2025.04.19,응***엔,,,,
96,5,2025.04.17,RAM**** ************* *****,,,,
97,5,2025.04.09,이*훈,,,,
98,5,2025.04.08,정*영,,,,
99,4,2025.04.07,Lis* ****** *****,,,,
100,5,2025.04.05,Kat***,,,,
