rank,rating,date,user,headline,body,helpful_count,images
82,3,2025.07.01,화이트블,,,,
83,5,2024.12.23,김*준,,,,
84,5,2024.12.13,홍*혜,,,,
85,5,2024.12.10,이*갑,,,,
86,5,2024.12.08,이*민,,,,
87,5,2024.12.05,zxcvbnm75,,,,
88,3,2025.05.26,CHH*** ****,,,,
89,5,2024.11.21,이*택,,,,
90,3,2025.01.18,김*진,,,,
91,1,2025.05.06,유*룡,,,,
